id;Word;Frequency;Reading;English;Heisig_numbers;Heisig_chapter;kana_tier;kind
1777;秋;38.31;あき;autumn;[966];26;;vocab
1778;単に;38.28;たんに;simply;[2078];53;;vocab
1779;今週;38.24;こんしゅう;this week;[1711, 340];41;;vocab
1780;空港;38.23;くうこう;airport;[1414, 1940];47;;vocab
1781;適切;38.21;てきせつ;pertinent;[473, 89];18;;vocab
1782;財産;38.2;ざいさん;property;[737, 1681];40;;vocab
1783;判決;38.15;はんけつ;judicial decision;[1289, 1770];42;;vocab
1784;作家;38.13;さっか;author;[1224, 580];31;;vocab
1785;もたらす;38.1;もたらす;bring;[];0;3;vocab
1786;マスコミ;38.08;マスコミ;media;[];0;3;loanword
1787;思考;38.06;しこう;thought;[651, 1341];34;;vocab
1788;接続;38.01;せつぞく;connection;[725, 1445];36;;vocab
1789;ようやく;37.98;ようやく;Finally;[];0;3;vocab
1790;悩む;37.97;なやむ;worry;[2085];53;;vocab
1791;形式;37.96;けいしき;form;[1847, 377];45;;vocab
1792;違反;37.91;いはん;violation;[1773, 779];42;;vocab
1793;義務;37.81;ぎむ;duty;[691, 1313];33;;vocab
1794;再生;37.73;さいせい;resuscitation;[1956, 1675];48;;vocab
1795;破壊;37.72;はかい;destruction;[869, 427];25;;vocab
1796;疲れる;37.7;つかれる;Tired;[1823];44;;vocab
1797;仕組み;37.65;しくみ;structure;[1033, 1914];47;;vocab
1798;研究所;37.64;けんきゅうじょ;research institute;[729, 1417, 1208];35;;vocab
1799;国務大臣;37.63;こくむだいじん;Minister of State;[624, 1313, 112, 911];33;;vocab
1800;両;37.61;りょう;Both;[1252];31;;vocab
1801;受け入れる;37.59;うけいれる;accept;[794, 842];24;;vocab
1802;だす;37.58;だす;Give;[];0;3;vocab
1803;いくら;37.54;いくら;how much;[];0;3;vocab
1804;フリー;37.52;フリー;Free;[];0;3;loanword
1805;公式;37.51;こうしき;formality;[847, 377];24;;vocab
1806;場面;37.47;ばめん;scene;[584, 2039];51;;vocab
1807;英国;37.44;えいこく;uk;[1878, 624];45;;vocab
1808;年生;37.44;としせい;pupil in ... year;[1114, 1675];40;;vocab
1809;石;37.4;いし;stone;[118];7;;vocab
1810;激しい;37.37;はげしい;intense;[536];19;;vocab
1811;お客;37.36;おきゃく;Customer;[315];13;;vocab
1812;それにしても;37.36;それにしても;Even so;[];0;3;vocab
1813;就職;37.36;しゅうしょく;finding employment;[2121, 887];53;;vocab
1814;文書;37.33;ぶんしょ;document;[1861, 349];45;;vocab
1815;派遣;37.31;はけん;dispatch;[1999, 1910];50;;vocab
1816;類;37.3;るい;kind;[1000];26;;vocab
1817;テロ;37.25;テロ;terrorism;[];0;3;loanword
1818;流す;37.22;ながす;flush;[826];23;;vocab
1819;名無し;37.22;ななし;Anonymous;[117, 1913];46;;vocab
1820;真;37.21;しん;true;[79];5;;vocab
1821;定義;37.17;ていぎ;definition;[408, 691];23;;vocab
1822;甘い;37.17;あまい;sweet;[1894];46;;vocab
1823;素敵;37.16;すてき;lovely;[1652, 475];40;;vocab
1824;プロセス;37.03;プロセス;process;[];0;3;loanword
1825;当たり前;37.02;あたりまえ;obvious;[1236, 309];31;;vocab
1826;約束;37.01;やくそく;arrangement;[1462, 1793];43;;vocab
1827;こんなに;36.93;こんなに;so;[];0;3;vocab
1828;コピー;36.92;コピー;copy;[];0;3;loanword
1829;出身;36.91;しゅっしん;person's origin;[829, 1337];34;;vocab
1830;っぽい;36.91;っぽい;ish;[];0;3;vocab
1831;局長;36.89;きょくちょう;bureau director;[1147, 2070];52;;vocab
1832;事項;36.81;じこう;matter;[1240, 86];31;;vocab
1833;観点;36.8;かんてん;point of view;[614, 181];21;;vocab
1834;質;36.77;しつ;quality;[1219];31;;vocab
1835;白;36.71;しろ;white;[37];3;;vocab
1836;趣味;36.68;しゅみ;hobby;[883, 233];25;;vocab
1837;箱;36.66;はこ;box;[1013];26;;vocab
1838;連れる;36.64;つれる;Take;[305];13;;vocab
1839;ご覧;36.59;ごらん;Please see;[919];25;;vocab
1840;出発;36.56;しゅっぱつ;departure;[829, 1840];44;;vocab
1841;終える;36.52;おえる;Finish;[1452];36;;vocab
1842;魚;36.52;さかな;fish;[183];8;;vocab
1843;会計;36.5;かいけい;account;[814, 359];23;;vocab
1844;いくつか;36.48;いくつか;some;[];0;3;vocab
1845;開ける;36.47;あける;open;[1750];42;;vocab
1846;形成;36.47;けいせい;formation;[1847, 386];45;;vocab
1847;記述;36.47;きじゅつ;description;[568, 1643];39;;vocab
1848;資源;36.46;しげん;resources;[512, 153];18;;vocab
1849;たぶん;36.44;たぶん;perhaps;[];0;2;vocab
1850;明るい;36.44;あかるい;bright;[20];2;;vocab
1851;事例;36.41;じれい;example;[1240, 1046];31;;vocab
1852;着く;36.38;つく;arrive;[594];21;;vocab
1853;金額;36.38;きんがく;amount of money;[287, 316];13;;vocab
1854;きれい;36.36;きれい;beautiful;[];0;2;vocab
1855;と共に;36.35;とともに;along with;[1934];47;;vocab
1856;証券;36.31;しょうけん;securities;[406, 1291];32;;vocab
1857;ガ;36.31;ガ;Ga;[];0;;morpheme
1858;支える;36.31;ささえる;support;[768];23;;vocab
1859;成立;36.29;せいりつ;coming into existence;[386, 462];18;;vocab
1860;ひと;36.26;ひと;people;[];0;3;vocab
1861;軍事;36.14;ぐんじ;military affairs;[323, 1240];31;;vocab
1862;うれしい;36.13;うれしい;happy;[];0;2;vocab
1863;訓練;36.13;くんれん;practice;[365, 1443];36;;vocab
1864;来年;36.11;らいねん;next year;[2029, 1114];51;;vocab
1865;食品;36.04;しょくひん;commodity;[1582, 23];38;;vocab
1866;育てる;36.01;そだてる;Raise;[821];23;;vocab
1867;証拠;36.01;しょうこ;evidence;[406, 722];23;;vocab
1868;ラジオ;35.97;ラジオ;radio;[];0;3;loanword
1869;暑い;35.92;あつい;hot;[1350];34;;vocab
1870;プレゼント;35.88;プレゼント;present;[];0;3;loanword
1871;不明;35.86;ふめい;unknown;[1302, 20];32;;vocab
1872;アルバム;35.85;アルバム;album;[];0;3;loanword
1873;内閣;35.84;ないかく;cabinet;[1095, 1752];42;;vocab
1874;北海道;35.78;ほっかいどう;Hokkaido;[480, 500, 295];18;;vocab
1875;隣;35.73;となり;next;[1408];35;;vocab
1876;当;35.72;とう;Current;[1236];31;;vocab
1877;裁判所;35.69;さいばんしょ;court;[424, 1289, 1208];32;;vocab
1878;挑戦;35.69;ちょうせん;challenge;[710, 2079];53;;vocab
1879;やり方;35.68;やりかた;manner;[529];19;;vocab
1880;バンド;35.65;バンド;band;[];0;3;loanword
1881;鳥;35.59;とり;bird;[2091];53;;vocab
1882;ブラジル;35.58;ブラジル;Brazil;[];0;3;loanword
1883;物質;35.57;ぶっしつ;material;[1129, 1219];31;;vocab
1884;胸;35.57;むね;chest;[1604];39;;vocab
1885;実に;35.56;じつに;Indeed;[1694];40;;vocab
1886;いかが;35.55;いかが;How about;[];0;3;vocab
1887;手法;35.52;しゅほう;technique;[687, 813];23;;vocab
1888;保存;35.48;ほぞん;preservation;[1072, 739];27;;vocab
1889;師;35.48;し;teacher;[1361];34;;vocab
1890;相互;35.48;そうご;mutual;[222, 819];23;;vocab
1891;依頼;35.42;いらい;request;[1045, 1794];43;;vocab
1892;黒;35.39;くろ;black;[186];9;;vocab
1893;差別;35.39;さべつ;discrimination;[593, 94];21;;vocab
1894;特集;35.37;とくしゅう;feature;[261, 601];21;;vocab
1895;おもしろい;35.31;おもしろい;funny;[];0;3;vocab
1896;設備;35.3;せつび;equipment;[765, 1267];32;;vocab
1897;発;35.28;はつ;Departure;[1840];44;;vocab
1898;ひどい;35.22;ひどい;terrible;[];0;3;vocab
1899;なんか;35.18;なんか;Adverbial/Focus particle;[];0;3;vocab
1900;お答え;35.17;おこたえ;Answer;[1018];26;;vocab
1901;抱える;35.15;かかえる;hold;[697];23;;vocab
1902;未;35.14;み;Not yet;[229];10;;vocab
1903;国連;35.13;こくれん;united nations;[624, 305];22;;vocab
1904;季節;35.09;きせつ;season;[978, 1574];38;;vocab
1905;答弁;35.08;とうべん;response;[1018, 803];26;;vocab
1906;下がる;35.07;さがる;go down;[51];3;;vocab
1907;わずか;35.07;わずか;Slight;[];0;3;vocab
1908;意思;35.0;いし;intention;[654, 651];22;;vocab
1909;初め;34.99;はじめ;beginning;[431];18;;vocab
1910;伺う;34.99;うかがう;Ask;[2008];50;;vocab
1911;保証;34.97;ほしょう;guarantee;[1072, 406];27;;vocab
1912;実態;34.95;じったい;true state;[1694, 2161];54;;vocab
1913;売れる;34.95;うれる;sell;[345];14;;vocab
1914;当初;34.95;とうしょ;at first;[1236, 431];31;;vocab
1915;もともと;34.91;もともと;Originally;[];0;3;vocab
1916;分ける;34.9;わける;Divide;[844];24;;vocab
1917;装置;34.9;そうち;equipment;[425, 895];25;;vocab
1918;怒る;34.89;おこる;get angry;[759];23;;vocab
1919;キロ;34.88;キロ;kilo;[];0;3;loanword
1920;被告;34.87;ひこく;defendant;[870, 262];25;;vocab
1921;図書館;34.87;としょかん;library;[1264, 349, 1589];38;;vocab
1922;降る;34.86;ふる;fall;[1405];35;;vocab
1923;所有;34.83;しょゆう;one's possessions;[1208, 83];31;;vocab
1924;書き込み;34.82;かきこみ;write;[349, 843];24;;vocab
1925;日時;34.82;にちじ;date and time;[12, 171];8;;vocab
1926;防止;34.82;ぼうし;prevention;[1399, 396];35;;vocab
1927;マンション;34.78;マンション;Apartment;[];0;3;loanword
1928;リー;34.76;リー;Lee;[];0;3;loanword
1929;肉;34.69;にく;meat;[1098];27;;vocab
1930;越える;34.64;こえる;overcome;[413];17;;vocab
1931;アプリケーション;34.63;アプリケーション;application;[];0;3;loanword
1932;需要;34.61;じゅよう;demand;[1249, 1730];41;;vocab
1933;凄い;34.61;すごい;amazing;[2036];51;;vocab
1934;無視;34.58;むし;disregarding;[1913, 1174];46;;vocab
1935;設立;34.57;せつりつ;establishment;[765, 462];23;;vocab
1936;愛す;34.56;あいす;Love;[796];23;;vocab
1937;総理;34.55;そうり;prime minister;[1466, 283];36;;vocab
1938;できるだけ;34.53;できるだけ;As much as possible;[];0;3;vocab
1939;ショップ;34.52;ショップ;shop;[];0;3;loanword
1940;自転車;34.51;じてんしゃ;bicycle;[36, 449, 304];18;;vocab
1941;生物;34.47;せいぶつ;living things;[1675, 1129];40;;vocab
1942;メニュー;34.44;メニュー;menu;[];0;3;loanword
1943;改めて;34.44;あらためて;again;[567];21;;vocab
1944;優勝;34.43;ゆうしょう;overall victory;[1068, 1294];32;;vocab
1945;多様;34.43;たよう;diverse;[113, 1003];26;;vocab
1946;特許;34.4;とっきょ;patent;[261, 611];21;;vocab
1947;補助;34.37;ほじょ;assistance;[1983, 1921];49;;vocab
1948;有る;34.37;ある;Yes;[83];5;;vocab
1949;を通して;34.36;をとおして;through;[1511];37;;vocab
1950;はじめる;34.29;はじめる;Get started;[];0;3;vocab
1951;優しい;34.29;やさしい;kind;[1068];27;;vocab
1952;不動産;34.27;ふどうさん;real estate;[1302, 1806, 1681];43;;vocab
1953;見つかる;34.27;みつかる;Found;[61];4;;vocab
1954;野菜;34.23;やさい;vegetable;[1722, 793];41;;vocab
1955;バカ;34.21;バカ;fool;[];0;3;loanword
1956;白い;34.19;しろい;white;[37];3;;vocab
1957;兆;34.11;ちょう;trillion;[250];11;;vocab
1958;ライン;34.1;ライン;line;[];0;3;loanword
1959;承知;34.09;しょうち;knowledge;[2050, 1308];51;;vocab
1960;父親;34.06;ちちおや;father;[1366, 1621];39;;vocab
1961;供給;34.04;きょうきゅう;supply;[1935, 1449];47;;vocab
1962;秘密;34.03;ひみつ;secret;[970, 837];26;;vocab
1963;誰か;33.98;だれか;someone;[598];21;;vocab
1964;独自;33.97;どくじ;original;[561, 36];21;;vocab
1965;許可;33.97;きょか;permission;[611, 97];21;;vocab
1966;獲得;33.97;かくとく;acquisition;[757, 941];25;;vocab
1967;休み;33.92;やすみ;holiday;[1038];27;;vocab
1968;急;33.91;きゅう;Urgent;[1229];31;;vocab
1969;嫌;33.89;いや;No;[1724];41;;vocab
1970;外交;33.88;がいこう;diplomacy;[116, 1368];34;;vocab
1971;ねー;33.88;ねー;Hey;[];0;3;vocab
1972;セキュリティ;33.87;セキュリティ;Security;[];0;3;loanword
1973;論理;33.86;ろんり;logic;[1961, 283];48;;vocab
1974;赤;33.84;あか;red;[1880];45;;vocab
1975;西;33.81;にし;west;[1728];41;;vocab
1976;メイン;33.8;メイン;main;[];0;3;loanword
1977;かく;33.78;かく;write;[];0;3;vocab
1978;とっても;33.75;とっても;Very;[];0;3;vocab
1979;極めて;33.71;きわめて;extremely;[2052];51;;vocab
1980;本質;33.71;ほんしつ;essence;[224, 1219];31;;vocab
1981;多少;33.65;たしょう;more or less;[113, 111];7;;vocab
1982;出来事;33.63;できごと;event;[829, 2029, 1240];51;;vocab
1983;手紙;33.62;てがみ;letter;[687, 1971];49;;vocab
1984;策;33.61;さく;Measures;[1019];26;;vocab
1985;スト;33.58;スト;strike;[];0;3;loanword
1986;去年;33.57;きょねん;last year;[812, 1114];28;;vocab
1987;及ぶ;33.54;およぶ;reaches;[743];23;;vocab
1988;項;33.52;こう;term;[86];5;;vocab
1989;お互い;33.52;おたがい;each other;[819];23;;vocab
1990;汗;33.42;あせ;sweat;[1780];43;;vocab
1991;強制;33.39;きょうせい;obligation;[1321, 447];33;;vocab
1992;宣言;33.37;せんげん;declaration;[200, 357];15;;vocab
1993;出かける;33.36;でかける;go out;[829];24;;vocab
1994;病;33.35;やまい;disease;[1813];44;;vocab
1995;エンジン;33.33;エンジン;engine;[];0;3;loanword
1996;チャンス;33.31;チャンス;chance;[];0;3;loanword
1997;優先;33.3;ゆうせん;preference;[1068, 263];27;;vocab
1998;オンライン;33.29;オンライン;online;[];0;3;loanword
1999;ソース;33.24;ソース;sauce;[];0;3;loanword
2000;人材;33.22;じんざい;capable person;[1023, 738];27;;vocab
2001;頼む;33.17;たのむ;ask;[1794];43;;vocab
2002;職業;33.15;しょくぎょう;occupation;[887, 1931];47;;vocab
2003;ついに;33.14;ついに;Finally;[];0;3;vocab
2004;援助;33.14;えんじょ;assistance;[2101, 1921];53;;vocab
2005;申請;33.12;しんせい;application;[1198, 1656];40;;vocab
2006;それで;33.12;それで;So;[];0;2;vocab
2007;取れる;33.12;とれる;Can be taken;[882];25;;vocab
2008;歩;33.09;ふ;Pawn;[397];17;;vocab
2009;除く;33.09;のぞく;except;[1787];43;;vocab
2010;コーナー;33.09;コーナー;corner;[];0;3;loanword
2011;問;33.08;とい;question;[1744];42;;vocab
2012;ブランド;32.99;ブランド;brand;[];0;3;loanword
2013;高速;32.95;こうそく;high speed;[329, 1799];43;;vocab
2014;マーク;32.94;マーク;mark;[];0;3;loanword
2015;ろう;32.94;ろう;wax;[];0;3;vocab
2016;特殊;32.9;とくしゅ;special;[261, 873];25;;vocab
2017;こっち;32.88;こっち;This way;[];0;2;vocab
2018;ける;32.87;ける;Can;[];0;3;vocab
2019;次回;32.86;じかい;next time;[510, 630];22;;vocab
2020;文学;32.85;ぶんがく;literature;[1861, 346];45;;vocab
2021;お知らせ;32.82;おしらせ;notice;[1308];33;;vocab
2022;議会;32.81;ぎかい;Diet;[692, 814];23;;vocab
2023;介護;32.77;かいご;nursing;[265, 756];23;;vocab
2024;唯一;32.71;ゆいいつ;only;[595, 1];21;;vocab
2025;削除;32.71;さくじょ;elimination;[124, 1787];43;;vocab
2026;田中;32.71;たなか;Tanaka;[14, 39];3;;vocab
2027;両方;32.68;りょうほう;both;[1252, 529];31;;vocab
2028;垢;32.66;あか;dirt;[9999];99;;vocab
2029;高める;32.65;たかめる;Enhance;[329];14;;vocab
2030;本部;32.64;ほんぶ;headquarters;[224, 1988];49;;vocab
2031;横浜;32.63;よこはま;Yokohama;[1888, 1430];45;;vocab
2032;処分;32.58;しょぶん;disposal;[318, 844];24;;vocab
2033;きっかけ;32.56;きっかけ;chance;[];0;3;vocab
2034;共有;32.56;きょうゆう;share;[1934, 83];47;;vocab
2035;ママ;32.56;ママ;Mom;[];0;3;loanword
2036;学者;32.54;がくしゃ;scholar;[346, 1345];34;;vocab
2037;夫婦;32.5;ふうふ;married couple;[901, 1234];31;;vocab
2038;買い物;32.41;かいもの;shopping;[894, 1129];29;;vocab
2039;風景;32.39;ふうけい;scenery;[563, 336];21;;vocab
2040;それほど;32.38;それほど;so;[];0;3;vocab
2041;中小;32.38;ちゅうしょう;small to medium;[39, 110];7;;vocab
2042;追う;32.37;おう;chase;[1359];34;;vocab
2043;レストラン;32.37;レストラン;restaurant;[];0;3;loanword
2044;高齢;32.31;こうれい;age;[329, 1505];37;;vocab
2045;付;32.31;つけ;With;[1075];27;;vocab
2046;製;32.31;せい;Made;[448];18;;vocab
2047;剤;32.3;ざい;Agent;[1867];45;;vocab
2048;夕方;32.27;ゆうがた;evening;[114, 529];19;;vocab
2049;少女;32.27;しょうじょ;little girl;[111, 102];7;;vocab
2050;勝利;32.26;しょうり;victory;[1294, 972];32;;vocab
2051;スピード;32.2;スピード;speed;[];0;3;loanword
2052;職場;32.2;しょくば;one's post;[887, 584];25;;vocab
2053;スター;32.19;スター;Star;[];0;3;loanword
2054;材料;32.13;ざいりょう;ingredients;[738, 1262];31;;vocab
2055;考慮;32.08;こうりょ;consideration;[1341, 2151];54;;vocab
2056;付き;32.06;つき;With;[1075];27;;vocab
2057;伝わる;32.06;つたわる;convey;[1036];27;;vocab
2058;主人公;32.05;しゅじんこう;main character;[284, 1023, 847];27;;vocab
2059;実感;32.02;じっかん;real feeling;[1694, 662];40;;vocab
2060;近代;32.01;きんだい;present day;[1210, 1080];31;;vocab
2061;航空;32.0;こうくう;aviation;[2014, 1414];50;;vocab
2062;一時;31.97;いちじ;one o'clock;[1, 171];8;;vocab
2063;字;31.96;じ;character;[197];9;;vocab
2064;戦後;31.94;せんご;postwar period;[2079, 1479];53;;vocab
2065;分類;31.94;ぶんるい;classification;[844, 1000];26;;vocab
2066;コーヒー;31.91;コーヒー;coffee;[];0;3;loanword
2067;減少;31.91;げんしょう;decrease;[391, 111];16;;vocab
2068;哲学;31.83;てつがく;philosophy;[1212, 346];31;;vocab
2069;運ぶ;31.82;はこぶ;carry;[325];14;;vocab
2070;足りる;31.82;たりる;Enough;[1372];34;;vocab
2071;コントロール;31.81;コントロール;control;[];0;3;loanword
2072;ガン;31.81;ガン;gun;[];0;3;loanword
2073;落とす;31.77;おとす;Drop;[320];13;;vocab
2074;核;31.76;かく;nuclear;[1638];39;;vocab
2075;遊び;31.75;あそび;play;[1126];29;;vocab
2076;ポ;31.73;ポ;Po;[];0;;morpheme
2077;巨大;31.65;きょだい;huge;[920, 112];25;;vocab
2078;台湾;31.64;たいわん;Taiwan;[805, 1886];45;;vocab
2079;訴える;31.63;うったえる;bring the action;[1221];31;;vocab
2080;同士;31.6;どうし;fellow;[192, 341];14;;vocab
2081;表す;31.59;あらわす;represent;[1666];40;;vocab
2082;慣れる;31.58;なれる;Get used to it;[674];22;;vocab
2083;佐藤;31.58;さとう;Sato;[1024, 1295];32;;vocab
2084;修;31.57;おさむ;Repair;[1858];45;;vocab
2085;条約;31.56;じょうやく;treaty;[319, 1462];36;;vocab
2086;人類;31.55;じんるい;mankind;[1023, 1000];27;;vocab
2087;ワイン;31.53;ワイン;wine;[];0;3;loanword
2088;コン;31.53;コン;Con;[];0;3;loanword
2089;燭;31.49;しょく;candle;[9999];99;;vocab
2090;展;31.49;てん;exhibition;[2075];52;;vocab
2091;個別;31.49;こべつ;particular case;[1047, 94];27;;vocab
2092;パターン;31.47;パターン;pattern;[];0;3;loanword
2093;だれ;31.46;だれ;who;[];0;3;vocab
2094;ビール;31.33;ビール;Beer;[];0;3;loanword
2095;首;31.32;くび;neck;[74];4;;vocab
2096;動かす;31.31;うごかす;move;[1806];43;;vocab
2097;波;31.3;なみ;wave;[866];25;;vocab
2098;低下;31.29;ていか;fall;[1973, 51];49;;vocab
2099;血;31.27;ち;blood;[1556];38;;vocab
2100;機器;31.27;きき;device;[1482, 127];36;;vocab
2101;死亡;31.25;しぼう;death;[878, 524];25;;vocab
2102;設ける;31.25;もうける;establish;[765];23;;vocab
2103;捜査;31.25;そうさ;search;[1201, 1920];47;;vocab
2104;分の;31.25;ぶんの;minutes;[844];24;;vocab
2105;祭;31.24;まつり;festival;[1183];30;;vocab
2106;載る;31.22;のる;Posted;[383];16;;vocab
2107;受け取る;31.21;うけとる;receive;[794, 882];25;;vocab
2108;ボランティア;31.19;ボランティア;volunteer;[];0;3;loanword
2109;説;31.19;せつ;theory;[538];19;;vocab
2110;ホーム;31.18;ホーム;Home;[];0;3;loanword
2111;某;31.15;ぼう;certain;[1896];46;;vocab
2112;抱く;31.15;いだく;Embrace;[697];23;;vocab
2113;ネ;31.13;ネ;Ne;[];0;;morpheme
2114;ぜ;31.13;ぜ;Sentence ending particle;[];0;;morpheme
